Reporting Month,County,State,Residential Closings,Source
2016-11,Davidson,Tennessee,1073,Redfin County Market Tracker
2016-11,Dickson,Tennessee,53,Redfin County Market Tracker
2016-11,Maury,Tennessee,152,Redfin County Market Tracker
2016-11,Montgomery,Tennessee,349,Redfin County Market Tracker
2016-11,Robertson,Tennessee,80,Redfin County Market Tracker
2016-11,Rutherford,Tennessee,561,Redfin County Market Tracker
2016-11,Sumner,Tennessee,321,Redfin County Market Tracker
2016-11,Williamson,Tennessee,414,Redfin County Market Tracker
2016-11,Wilson,Tennessee,203,Redfin County Market Tracker
2016-12,Cheatham,Tennessee,48,Redfin County Market Tracker
2016-12,Davidson,Tennessee,1158,Redfin County Market Tracker
2016-12,Dickson,Tennessee,60,Redfin County Market Tracker
2016-12,Maury,Tennessee,169,Redfin County Market Tracker
2016-12,Montgomery,Tennessee,352,Redfin County Market Tracker
2016-12,Robertson,Tennessee,95,Redfin County Market Tracker
2016-12,Rutherford,Tennessee,542,Redfin County Market Tracker
2016-12,Sumner,Tennessee,371,Redfin County Market Tracker
2016-12,Williamson,Tennessee,492,Redfin County Market Tracker
2016-12,Wilson,Tennessee,235,Redfin County Market Tracker
2017-01,Cheatham,Tennessee,39,Redfin County Market Tracker
2017-01,Davidson,Tennessee,873,Redfin County Market Tracker
2017-01,Dickson,Tennessee,33,Redfin County Market Tracker
2017-01,Maury,Tennessee,143,Redfin County Market Tracker
2017-01,Montgomery,Tennessee,255,Redfin County Market Tracker
2017-01,Robertson,Tennessee,64,Redfin County Market Tracker
2017-01,Rutherford,Tennessee,399,Redfin County Market Tracker
2017-01,Sumner,Tennessee,247,Redfin County Market Tracker
2017-01,Williamson,Tennessee,336,Redfin County Market Tracker
2017-01,Wilson,Tennessee,174,Redfin County Market Tracker
2017-02,Cheatham,Tennessee,30,Redfin County Market Tracker
2017-02,Davidson,Tennessee,880,Redfin County Market Tracker
2017-02,Dickson,Tennessee,52,Redfin County Market Tracker
2017-02,Maury,Tennessee,144,Redfin County Market Tracker
2017-02,Montgomery,Tennessee,286,Redfin County Market Tracker
2017-02,Robertson,Tennessee,68,Redfin County Market Tracker
2017-02,Rutherford,Tennessee,417,Redfin County Market Tracker
2017-02,Sumner,Tennessee,270,Redfin County Market Tracker
2017-02,Williamson,Tennessee,323,Redfin County Market Tracker
2017-02,Wilson,Tennessee,194,Redfin County Market Tracker
2017-03,Cheatham,Tennessee,53,Redfin County Market Tracker
2017-03,Davidson,Tennessee,1136,Redfin County Market Tracker
2017-03,Dickson,Tennessee,65,Redfin County Market Tracker
2017-03,Maury,Tennessee,206,Redfin County Market Tracker
2017-03,Montgomery,Tennessee,405,Redfin County Market Tracker
2017-03,Robertson,Tennessee,91,Redfin County Market Tracker
2017-03,Rutherford,Tennessee,595,Redfin County Market Tracker
2017-03,Sumner,Tennessee,350,Redfin County Market Tracker
2017-03,Williamson,Tennessee,459,Redfin County Market Tracker
2017-03,Wilson,Tennessee,284,Redfin County Market Tracker
2017-04,Cheatham,Tennessee,54,Redfin County Market Tracker
2017-04,Davidson,Tennessee,1122,Redfin County Market Tracker
2017-04,Dickson,Tennessee,60,Redfin County Market Tracker
2017-04,Maury,Tennessee,152,Redfin County Market Tracker
2017-04,Montgomery,Tennessee,381,Redfin County Market Tracker
2017-04,Robertson,Tennessee,95,Redfin County Market Tracker
2017-04,Rutherford,Tennessee,557,Redfin County Market Tracker
2017-04,Sumner,Tennessee,359,Redfin County Market Tracker
2017-04,Williamson,Tennessee,476,Redfin County Market Tracker
2017-04,Wilson,Tennessee,272,Redfin County Market Tracker
2017-05,Cheatham,Tennessee,73,Redfin County Market Tracker
2017-05,Davidson,Tennessee,1380,Redfin County Market Tracker
2017-05,Dickson,Tennessee,59,Redfin County Market Tracker
2017-05,Maury,Tennessee,217,Redfin County Market Tracker
2017-05,Montgomery,Tennessee,469,Redfin County Market Tracker
2017-05,Robertson,Tennessee,96,Redfin County Market Tracker
2017-05,Rutherford,Tennessee,662,Redfin County Market Tracker
2017-05,Sumner,Tennessee,392,Redfin County Market Tracker
2017-05,Williamson,Tennessee,568,Redfin County Market Tracker
2017-05,Wilson,Tennessee,302,Redfin County Market Tracker
2017-06,Cheatham,Tennessee,57,Redfin County Market Tracker
2017-06,Davidson,Tennessee,1290,Redfin County Market Tracker
2017-06,Dickson,Tennessee,55,Redfin County Market Tracker
2017-06,Maury,Tennessee,188,Redfin County Market Tracker
2017-06,Montgomery,Tennessee,505,Redfin County Market Tracker
2017-06,Robertson,Tennessee,110,Redfin County Market Tracker
2017-06,Rutherford,Tennessee,713,Redfin County Market Tracker
2017-06,Sumner,Tennessee,432,Redfin County Market Tracker
2017-06,Williamson,Tennessee,604,Redfin County Market Tracker
2017-06,Wilson,Tennessee,320,Redfin County Market Tracker
2017-07,Cheatham,Tennessee,61,Redfin County Market Tracker
2017-07,Davidson,Tennessee,1369,Redfin County Market Tracker
2017-07,Dickson,Tennessee,55,Redfin County Market Tracker
2017-07,Maury,Tennessee,166,Redfin County Market Tracker
2017-07,Montgomery,Tennessee,472,Redfin County Market Tracker
2017-07,Robertson,Tennessee,124,Redfin County Market Tracker
2017-07,Rutherford,Tennessee,670,Redfin County Market Tracker
2017-07,Sumner,Tennessee,340,Redfin County Market Tracker
2017-07,Williamson,Tennessee,650,Redfin County Market Tracker
2017-07,Wilson,Tennessee,319,Redfin County Market Tracker
2017-08,Cheatham,Tennessee,60,Redfin County Market Tracker
2017-08,Davidson,Tennessee,1348,Redfin County Market Tracker
2017-08,Dickson,Tennessee,71,Redfin County Market Tracker
2017-08,Maury,Tennessee,205,Redfin County Market Tracker
2017-08,Montgomery,Tennessee,446,Redfin County Market Tracker
2017-08,Robertson,Tennessee,104,Redfin County Market Tracker
2017-08,Rutherford,Tennessee,724,Redfin County Market Tracker
2017-08,Sumner,Tennessee,369,Redfin County Market Tracker
2017-08,Williamson,Tennessee,595,Redfin County Market Tracker
2017-08,Wilson,Tennessee,307,Redfin County Market Tracker
2017-09,Cheatham,Tennessee,56,Redfin County Market Tracker
2017-09,Davidson,Tennessee,1255,Redfin County Market Tracker
2017-09,Dickson,Tennessee,66,Redfin County Market Tracker
2017-09,Maury,Tennessee,154,Redfin County Market Tracker
2017-09,Montgomery,Tennessee,405,Redfin County Market Tracker
2017-09,Robertson,Tennessee,109,Redfin County Market Tracker
2017-09,Rutherford,Tennessee,649,Redfin County Market Tracker
2017-09,Sumner,Tennessee,354,Redfin County Market Tracker
2017-09,Williamson,Tennessee,529,Redfin County Market Tracker
2017-09,Wilson,Tennessee,291,Redfin County Market Tracker
2017-10,Cheatham,Tennessee,44,Redfin County Market Tracker
2017-10,Davidson,Tennessee,1134,Redfin County Market Tracker
2017-10,Dickson,Tennessee,57,Redfin County Market Tracker
2017-10,Maury,Tennessee,199,Redfin County Market Tracker
2017-10,Montgomery,Tennessee,449,Redfin County Market Tracker
2017-10,Robertson,Tennessee,141,Redfin County Market Tracker
2017-10,Rutherford,Tennessee,601,Redfin County Market Tracker
2017-10,Sumner,Tennessee,292,Redfin County Market Tracker
2017-10,Williamson,Tennessee,439,Redfin County Market Tracker
2017-10,Wilson,Tennessee,265,Redfin County Market Tracker
2017-11,Cheatham,Tennessee,43,Redfin County Market Tracker
2017-11,Davidson,Tennessee,1094,Redfin County Market Tracker
2017-11,Dickson,Tennessee,52,Redfin County Market Tracker
2017-11,Maury,Tennessee,143,Redfin County Market Tracker
2017-11,Montgomery,Tennessee,363,Redfin County Market Tracker
2017-11,Robertson,Tennessee,84,Redfin County Market Tracker
2017-11,Rutherford,Tennessee,589,Redfin County Market Tracker
2017-11,Sumner,Tennessee,340,Redfin County Market Tracker
2017-11,Williamson,Tennessee,450,Redfin County Market Tracker
2017-11,Wilson,Tennessee,238,Redfin County Market Tracker
2017-12,Cheatham,Tennessee,52,Redfin County Market Tracker
2017-12,Davidson,Tennessee,1108,Redfin County Market Tracker
2017-12,Dickson,Tennessee,56,Redfin County Market Tracker
2017-12,Maury,Tennessee,188,Redfin County Market Tracker
2017-12,Montgomery,Tennessee,414,Redfin County Market Tracker
2017-12,Robertson,Tennessee,94,Redfin County Market Tracker
2017-12,Rutherford,Tennessee,509,Redfin County Market Tracker
2017-12,Sumner,Tennessee,338,Redfin County Market Tracker
2017-12,Williamson,Tennessee,496,Redfin County Market Tracker
2017-12,Wilson,Tennessee,260,Redfin County Market Tracker
2018-01,Cheatham,Tennessee,32,Redfin County Market Tracker
2018-01,Davidson,Tennessee,843,Redfin County Market Tracker
2018-01,Dickson,Tennessee,52,Redfin County Market Tracker
2018-01,Maury,Tennessee,143,Redfin County Market Tracker
2018-01,Montgomery,Tennessee,308,Redfin County Market Tracker
2018-01,Robertson,Tennessee,70,Redfin County Market Tracker
2018-01,Rutherford,Tennessee,350,Redfin County Market Tracker
2018-01,Sumner,Tennessee,217,Redfin County Market Tracker
2018-01,Williamson,Tennessee,307,Redfin County Market Tracker
2018-01,Wilson,Tennessee,174,Redfin County Market Tracker
2018-02,Cheatham,Tennessee,35,Redfin County Market Tracker
2018-02,Davidson,Tennessee,854,Redfin County Market Tracker
2018-02,Dickson,Tennessee,42,Redfin County Market Tracker
2018-02,Maury,Tennessee,118,Redfin County Market Tracker
2018-02,Montgomery,Tennessee,334,Redfin County Market Tracker
2018-02,Robertson,Tennessee,70,Redfin County Market Tracker
2018-02,Rutherford,Tennessee,413,Redfin County Market Tracker
2018-02,Sumner,Tennessee,230,Redfin County Market Tracker
2018-02,Williamson,Tennessee,331,Redfin County Market Tracker
2018-02,Wilson,Tennessee,216,Redfin County Market Tracker
2018-03,Cheatham,Tennessee,62,Redfin County Market Tracker
2018-03,Davidson,Tennessee,1217,Redfin County Market Tracker
2018-03,Dickson,Tennessee,60,Redfin County Market Tracker
2018-03,Maury,Tennessee,168,Redfin County Market Tracker
2018-03,Montgomery,Tennessee,458,Redfin County Market Tracker
2018-03,Robertson,Tennessee,96,Redfin County Market Tracker
2018-03,Rutherford,Tennessee,609,Redfin County Market Tracker
2018-03,Sumner,Tennessee,326,Redfin County Market Tracker
2018-03,Williamson,Tennessee,468,Redfin County Market Tracker
2018-03,Wilson,Tennessee,269,Redfin County Market Tracker
2018-04,Cheatham,Tennessee,43,Redfin County Market Tracker
2018-04,Davidson,Tennessee,1222,Redfin County Market Tracker
2018-04,Dickson,Tennessee,71,Redfin County Market Tracker
2018-04,Maury,Tennessee,173,Redfin County Market Tracker
2018-04,Montgomery,Tennessee,444,Redfin County Market Tracker
2018-04,Robertson,Tennessee,97,Redfin County Market Tracker
2018-04,Rutherford,Tennessee,621,Redfin County Market Tracker
2018-04,Sumner,Tennessee,328,Redfin County Market Tracker
2018-04,Williamson,Tennessee,480,Redfin County Market Tracker
2018-04,Wilson,Tennessee,277,Redfin County Market Tracker
2018-05,Cheatham,Tennessee,57,Redfin County Market Tracker
2018-05,Davidson,Tennessee,1356,Redfin County Market Tracker
2018-05,Dickson,Tennessee,76,Redfin County Market Tracker
2018-05,Maury,Tennessee,180,Redfin County Market Tracker
2018-05,Montgomery,Tennessee,533,Redfin County Market Tracker
2018-05,Robertson,Tennessee,113,Redfin County Market Tracker
2018-05,Rutherford,Tennessee,673,Redfin County Market Tracker
2018-05,Sumner,Tennessee,315,Redfin County Market Tracker
2018-05,Williamson,Tennessee,570,Redfin County Market Tracker
2018-05,Wilson,Tennessee,284,Redfin County Market Tracker
2018-06,Cheatham,Tennessee,53,Redfin County Market Tracker
2018-06,Davidson,Tennessee,1426,Redfin County Market Tracker
2018-06,Dickson,Tennessee,66,Redfin County Market Tracker
2018-06,Maury,Tennessee,227,Redfin County Market Tracker
2018-06,Montgomery,Tennessee,591,Redfin County Market Tracker
2018-06,Robertson,Tennessee,123,Redfin County Market Tracker
2018-06,Rutherford,Tennessee,723,Redfin County Market Tracker
2018-06,Sumner,Tennessee,362,Redfin County Market Tracker
2018-06,Williamson,Tennessee,639,Redfin County Market Tracker
2018-06,Wilson,Tennessee,293,Redfin County Market Tracker
2018-07,Cheatham,Tennessee,62,Redfin County Market Tracker
2018-07,Davidson,Tennessee,1287,Redfin County Market Tracker
2018-07,Dickson,Tennessee,64,Redfin County Market Tracker
2018-07,Maury,Tennessee,207,Redfin County Market Tracker
2018-07,Montgomery,Tennessee,497,Redfin County Market Tracker
2018-07,Robertson,Tennessee,99,Redfin County Market Tracker
2018-07,Rutherford,Tennessee,686,Redfin County Market Tracker
2018-07,Sumner,Tennessee,358,Redfin County Market Tracker
2018-07,Williamson,Tennessee,630,Redfin County Market Tracker
2018-07,Wilson,Tennessee,311,Redfin County Market Tracker
2018-08,Cheatham,Tennessee,61,Redfin County Market Tracker
2018-08,Davidson,Tennessee,1344,Redfin County Market Tracker
2018-08,Dickson,Tennessee,81,Redfin County Market Tracker
2018-08,Maury,Tennessee,223,Redfin County Market Tracker
2018-08,Montgomery,Tennessee,584,Redfin County Market Tracker
2018-08,Robertson,Tennessee,98,Redfin County Market Tracker
2018-08,Rutherford,Tennessee,713,Redfin County Market Tracker
2018-08,Sumner,Tennessee,378,Redfin County Market Tracker
2018-08,Williamson,Tennessee,625,Redfin County Market Tracker
2018-08,Wilson,Tennessee,328,Redfin County Market Tracker
2018-09,Cheatham,Tennessee,66,Redfin County Market Tracker
2018-09,Davidson,Tennessee,1123,Redfin County Market Tracker
2018-09,Dickson,Tennessee,60,Redfin County Market Tracker
2018-09,Maury,Tennessee,161,Redfin County Market Tracker
2018-09,Montgomery,Tennessee,460,Redfin County Market Tracker
2018-09,Robertson,Tennessee,85,Redfin County Market Tracker
2018-09,Rutherford,Tennessee,585,Redfin County Market Tracker
2018-09,Sumner,Tennessee,344,Redfin County Market Tracker
2018-09,Williamson,Tennessee,463,Redfin County Market Tracker
2018-09,Wilson,Tennessee,271,Redfin County Market Tracker
2018-10,Cheatham,Tennessee,51,Redfin County Market Tracker
2018-10,Davidson,Tennessee,1122,Redfin County Market Tracker
2018-10,Dickson,Tennessee,58,Redfin County Market Tracker
2018-10,Maury,Tennessee,163,Redfin County Market Tracker
2018-10,Montgomery,Tennessee,418,Redfin County Market Tracker
2018-10,Robertson,Tennessee,101,Redfin County Market Tracker
2018-10,Rutherford,Tennessee,582,Redfin County Market Tracker
2018-10,Sumner,Tennessee,327,Redfin County Market Tracker
2018-10,Williamson,Tennessee,466,Redfin County Market Tracker
2018-10,Wilson,Tennessee,251,Redfin County Market Tracker
2018-11,Cheatham,Tennessee,50,Redfin County Market Tracker
2018-11,Davidson,Tennessee,1061,Redfin County Market Tracker
2018-11,Dickson,Tennessee,55,Redfin County Market Tracker
2018-11,Maury,Tennessee,167,Redfin County Market Tracker
2018-11,Montgomery,Tennessee,423,Redfin County Market Tracker
2018-11,Robertson,Tennessee,113,Redfin County Market Tracker
2018-11,Rutherford,Tennessee,526,Redfin County Market Tracker
2018-11,Sumner,Tennessee,300,Redfin County Market Tracker
2018-11,Williamson,Tennessee,410,Redfin County Market Tracker
2018-11,Wilson,Tennessee,191,Redfin County Market Tracker
2018-12,Cheatham,Tennessee,64,Redfin County Market Tracker
2018-12,Davidson,Tennessee,1038,Redfin County Market Tracker
2018-12,Dickson,Tennessee,55,Redfin County Market Tracker
2018-12,Maury,Tennessee,165,Redfin County Market Tracker
2018-12,Montgomery,Tennessee,358,Redfin County Market Tracker
2018-12,Robertson,Tennessee,76,Redfin County Market Tracker
2018-12,Rutherford,Tennessee,481,Redfin County Market Tracker
2018-12,Sumner,Tennessee,296,Redfin County Market Tracker
2018-12,Williamson,Tennessee,437,Redfin County Market Tracker
2018-12,Wilson,Tennessee,226,Redfin County Market Tracker
2019-01,Cheatham,Tennessee,34,Redfin County Market Tracker
2019-01,Davidson,Tennessee,862,Redfin County Market Tracker
2019-01,Dickson,Tennessee,39,Redfin County Market Tracker
2019-01,Maury,Tennessee,132,Redfin County Market Tracker
2019-01,Montgomery,Tennessee,290,Redfin County Market Tracker
2019-01,Robertson,Tennessee,68,Redfin County Market Tracker
2019-01,Rutherford,Tennessee,381,Redfin County Market Tracker
2019-01,Sumner,Tennessee,198,Redfin County Market Tracker
2019-01,Williamson,Tennessee,300,Redfin County Market Tracker
2019-01,Wilson,Tennessee,167,Redfin County Market Tracker
2019-02,Cheatham,Tennessee,35,Redfin County Market Tracker
2019-02,Davidson,Tennessee,883,Redfin County Market Tracker
2019-02,Dickson,Tennessee,64,Redfin County Market Tracker
2019-02,Maury,Tennessee,171,Redfin County Market Tracker
2019-02,Montgomery,Tennessee,375,Redfin County Market Tracker
2019-02,Robertson,Tennessee,87,Redfin County Market Tracker
2019-02,Rutherford,Tennessee,427,Redfin County Market Tracker
2019-02,Sumner,Tennessee,236,Redfin County Market Tracker
2019-02,Williamson,Tennessee,331,Redfin County Market Tracker
2019-02,Wilson,Tennessee,209,Redfin County Market Tracker
2019-03,Cheatham,Tennessee,62,Redfin County Market Tracker
2019-03,Davidson,Tennessee,1151,Redfin County Market Tracker
2019-03,Dickson,Tennessee,76,Redfin County Market Tracker
2019-03,Maury,Tennessee,199,Redfin County Market Tracker
2019-03,Montgomery,Tennessee,371,Redfin County Market Tracker
2019-03,Robertson,Tennessee,94,Redfin County Market Tracker
2019-03,Rutherford,Tennessee,570,Redfin County Market Tracker
2019-03,Sumner,Tennessee,323,Redfin County Market Tracker
2019-03,Williamson,Tennessee,416,Redfin County Market Tracker
2019-03,Wilson,Tennessee,254,Redfin County Market Tracker
2019-04,Cheatham,Tennessee,64,Redfin County Market Tracker
2019-04,Davidson,Tennessee,1344,Redfin County Market Tracker
2019-04,Dickson,Tennessee,73,Redfin County Market Tracker
2019-04,Maury,Tennessee,197,Redfin County Market Tracker
2019-04,Montgomery,Tennessee,439,Redfin County Market Tracker
2019-04,Robertson,Tennessee,88,Redfin County Market Tracker
2019-04,Rutherford,Tennessee,621,Redfin County Market Tracker
2019-04,Sumner,Tennessee,328,Redfin County Market Tracker
2019-04,Williamson,Tennessee,496,Redfin County Market Tracker
2019-04,Wilson,Tennessee,247,Redfin County Market Tracker
2019-05,Cheatham,Tennessee,59,Redfin County Market Tracker
2019-05,Davidson,Tennessee,1498,Redfin County Market Tracker
2019-05,Dickson,Tennessee,85,Redfin County Market Tracker
2019-05,Maury,Tennessee,202,Redfin County Market Tracker
2019-05,Montgomery,Tennessee,536,Redfin County Market Tracker
2019-05,Robertson,Tennessee,157,Redfin County Market Tracker
2019-05,Rutherford,Tennessee,702,Redfin County Market Tracker
2019-05,Sumner,Tennessee,430,Redfin County Market Tracker
2019-05,Williamson,Tennessee,598,Redfin County Market Tracker
2019-05,Wilson,Tennessee,327,Redfin County Market Tracker
2019-06,Cheatham,Tennessee,51,Redfin County Market Tracker
2019-06,Davidson,Tennessee,1494,Redfin County Market Tracker
2019-06,Dickson,Tennessee,68,Redfin County Market Tracker
2019-06,Maury,Tennessee,267,Redfin County Market Tracker
2019-06,Montgomery,Tennessee,552,Redfin County Market Tracker
2019-06,Robertson,Tennessee,115,Redfin County Market Tracker
2019-06,Rutherford,Tennessee,676,Redfin County Market Tracker
2019-06,Sumner,Tennessee,441,Redfin County Market Tracker
2019-06,Williamson,Tennessee,637,Redfin County Market Tracker
2019-06,Wilson,Tennessee,338,Redfin County Market Tracker
2019-07,Cheatham,Tennessee,61,Redfin County Market Tracker
2019-07,Davidson,Tennessee,1470,Redfin County Market Tracker
2019-07,Dickson,Tennessee,84,Redfin County Market Tracker
2019-07,Maury,Tennessee,227,Redfin County Market Tracker
2019-07,Montgomery,Tennessee,582,Redfin County Market Tracker
2019-07,Robertson,Tennessee,92,Redfin County Market Tracker
2019-07,Rutherford,Tennessee,744,Redfin County Market Tracker
2019-07,Sumner,Tennessee,371,Redfin County Market Tracker
2019-07,Williamson,Tennessee,689,Redfin County Market Tracker
2019-07,Wilson,Tennessee,321,Redfin County Market Tracker
2019-08,Cheatham,Tennessee,77,Redfin County Market Tracker
2019-08,Davidson,Tennessee,1394,Redfin County Market Tracker
2019-08,Dickson,Tennessee,96,Redfin County Market Tracker
2019-08,Maury,Tennessee,216,Redfin County Market Tracker
2019-08,Montgomery,Tennessee,544,Redfin County Market Tracker
2019-08,Robertson,Tennessee,107,Redfin County Market Tracker
2019-08,Rutherford,Tennessee,716,Redfin County Market Tracker
2019-08,Sumner,Tennessee,444,Redfin County Market Tracker
2019-08,Williamson,Tennessee,629,Redfin County Market Tracker
2019-08,Wilson,Tennessee,331,Redfin County Market Tracker
2019-09,Cheatham,Tennessee,51,Redfin County Market Tracker
2019-09,Davidson,Tennessee,1278,Redfin County Market Tracker
2019-09,Dickson,Tennessee,87,Redfin County Market Tracker
2019-09,Maury,Tennessee,232,Redfin County Market Tracker
2019-09,Montgomery,Tennessee,497,Redfin County Market Tracker
2019-09,Robertson,Tennessee,125,Redfin County Market Tracker
2019-09,Rutherford,Tennessee,613,Redfin County Market Tracker
2019-09,Sumner,Tennessee,377,Redfin County Market Tracker
2019-09,Williamson,Tennessee,497,Redfin County Market Tracker
2019-09,Wilson,Tennessee,313,Redfin County Market Tracker
2019-10,Cheatham,Tennessee,54,Redfin County Market Tracker
2019-10,Davidson,Tennessee,1261,Redfin County Market Tracker
2019-10,Dickson,Tennessee,87,Redfin County Market Tracker
2019-10,Maury,Tennessee,262,Redfin County Market Tracker
2019-10,Montgomery,Tennessee,476,Redfin County Market Tracker
2019-10,Robertson,Tennessee,101,Redfin County Market Tracker
2019-10,Rutherford,Tennessee,635,Redfin County Market Tracker
2019-10,Sumner,Tennessee,369,Redfin County Market Tracker
2019-10,Williamson,Tennessee,527,Redfin County Market Tracker
2019-10,Wilson,Tennessee,326,Redfin County Market Tracker
2019-11,Cheatham,Tennessee,55,Redfin County Market Tracker
2019-11,Davidson,Tennessee,1104,Redfin County Market Tracker
2019-11,Dickson,Tennessee,73,Redfin County Market Tracker
2019-11,Maury,Tennessee,171,Redfin County Market Tracker
2019-11,Montgomery,Tennessee,437,Redfin County Market Tracker
2019-11,Robertson,Tennessee,80,Redfin County Market Tracker
2019-11,Rutherford,Tennessee,527,Redfin County Market Tracker
2019-11,Sumner,Tennessee,368,Redfin County Market Tracker
2019-11,Williamson,Tennessee,494,Redfin County Market Tracker
2019-11,Wilson,Tennessee,269,Redfin County Market Tracker
2019-12,Cheatham,Tennessee,55,Redfin County Market Tracker
2019-12,Davidson,Tennessee,1136,Redfin County Market Tracker
2019-12,Dickson,Tennessee,74,Redfin County Market Tracker
2019-12,Maury,Tennessee,195,Redfin County Market Tracker
2019-12,Montgomery,Tennessee,443,Redfin County Market Tracker
2019-12,Robertson,Tennessee,95,Redfin County Market Tracker
2019-12,Rutherford,Tennessee,640,Redfin County Market Tracker
2019-12,Sumner,Tennessee,359,Redfin County Market Tracker
2019-12,Williamson,Tennessee,514,Redfin County Market Tracker
2019-12,Wilson,Tennessee,308,Redfin County Market Tracker
2020-01,Cheatham,Tennessee,57,Redfin County Market Tracker
2020-01,Davidson,Tennessee,965,Redfin County Market Tracker
2020-01,Dickson,Tennessee,65,Redfin County Market Tracker
2020-01,Maury,Tennessee,139,Redfin County Market Tracker
2020-01,Montgomery,Tennessee,379,Redfin County Market Tracker
2020-01,Robertson,Tennessee,76,Redfin County Market Tracker
2020-01,Rutherford,Tennessee,470,Redfin County Market Tracker
2020-01,Sumner,Tennessee,272,Redfin County Market Tracker
2020-01,Williamson,Tennessee,340,Redfin County Market Tracker
2020-01,Wilson,Tennessee,198,Redfin County Market Tracker
2020-02,Cheatham,Tennessee,61,Redfin County Market Tracker
2020-02,Davidson,Tennessee,1042,Redfin County Market Tracker
2020-02,Dickson,Tennessee,66,Redfin County Market Tracker
2020-02,Maury,Tennessee,169,Redfin County Market Tracker
2020-02,Montgomery,Tennessee,375,Redfin County Market Tracker
2020-02,Robertson,Tennessee,92,Redfin County Market Tracker
2020-02,Rutherford,Tennessee,465,Redfin County Market Tracker
2020-02,Sumner,Tennessee,278,Redfin County Market Tracker
2020-02,Williamson,Tennessee,369,Redfin County Market Tracker
2020-02,Wilson,Tennessee,246,Redfin County Market Tracker
2020-03,Cheatham,Tennessee,65,Redfin County Market Tracker
2020-03,Davidson,Tennessee,1161,Redfin County Market Tracker
2020-03,Dickson,Tennessee,76,Redfin County Market Tracker
2020-03,Maury,Tennessee,180,Redfin County Market Tracker
2020-03,Montgomery,Tennessee,489,Redfin County Market Tracker
2020-03,Robertson,Tennessee,118,Redfin County Market Tracker
2020-03,Rutherford,Tennessee,649,Redfin County Market Tracker
2020-03,Sumner,Tennessee,352,Redfin County Market Tracker
2020-03,Williamson,Tennessee,499,Redfin County Market Tracker
2020-03,Wilson,Tennessee,265,Redfin County Market Tracker
2020-04,Cheatham,Tennessee,60,Redfin County Market Tracker
2020-04,Davidson,Tennessee,982,Redfin County Market Tracker
2020-04,Dickson,Tennessee,68,Redfin County Market Tracker
2020-04,Maury,Tennessee,161,Redfin County Market Tracker
2020-04,Montgomery,Tennessee,457,Redfin County Market Tracker
2020-04,Robertson,Tennessee,79,Redfin County Market Tracker
2020-04,Rutherford,Tennessee,566,Redfin County Market Tracker
2020-04,Sumner,Tennessee,328,Redfin County Market Tracker
2020-04,Williamson,Tennessee,382,Redfin County Market Tracker
2020-04,Wilson,Tennessee,274,Redfin County Market Tracker
2020-05,Cheatham,Tennessee,66,Redfin County Market Tracker
2020-05,Davidson,Tennessee,1043,Redfin County Market Tracker
2020-05,Dickson,Tennessee,61,Redfin County Market Tracker
2020-05,Maury,Tennessee,192,Redfin County Market Tracker
2020-05,Montgomery,Tennessee,487,Redfin County Market Tracker
2020-05,Robertson,Tennessee,145,Redfin County Market Tracker
2020-05,Rutherford,Tennessee,617,Redfin County Market Tracker
2020-05,Sumner,Tennessee,333,Redfin County Market Tracker
2020-05,Williamson,Tennessee,438,Redfin County Market Tracker
2020-05,Wilson,Tennessee,283,Redfin County Market Tracker
2020-06,Cheatham,Tennessee,59,Redfin County Market Tracker
2020-06,Davidson,Tennessee,1371,Redfin County Market Tracker
2020-06,Dickson,Tennessee,77,Redfin County Market Tracker
2020-06,Maury,Tennessee,244,Redfin County Market Tracker
2020-06,Montgomery,Tennessee,574,Redfin County Market Tracker
2020-06,Robertson,Tennessee,133,Redfin County Market Tracker
2020-06,Rutherford,Tennessee,802,Redfin County Market Tracker
2020-06,Sumner,Tennessee,456,Redfin County Market Tracker
2020-06,Williamson,Tennessee,637,Redfin County Market Tracker
2020-06,Wilson,Tennessee,357,Redfin County Market Tracker
2020-07,Cheatham,Tennessee,96,Redfin County Market Tracker
2020-07,Davidson,Tennessee,1468,Redfin County Market Tracker
2020-07,Dickson,Tennessee,106,Redfin County Market Tracker
2020-07,Maury,Tennessee,291,Redfin County Market Tracker
2020-07,Montgomery,Tennessee,683,Redfin County Market Tracker
2020-07,Robertson,Tennessee,147,Redfin County Market Tracker
2020-07,Rutherford,Tennessee,894,Redfin County Market Tracker
2020-07,Sumner,Tennessee,471,Redfin County Market Tracker
2020-07,Williamson,Tennessee,798,Redfin County Market Tracker
2020-07,Wilson,Tennessee,380,Redfin County Market Tracker
2020-08,Cheatham,Tennessee,71,Redfin County Market Tracker
2020-08,Davidson,Tennessee,1399,Redfin County Market Tracker
2020-08,Dickson,Tennessee,93,Redfin County Market Tracker
2020-08,Maury,Tennessee,281,Redfin County Market Tracker
2020-08,Montgomery,Tennessee,604,Redfin County Market Tracker
2020-08,Robertson,Tennessee,116,Redfin County Market Tracker
2020-08,Rutherford,Tennessee,795,Redfin County Market Tracker
2020-08,Sumner,Tennessee,431,Redfin County Market Tracker
2020-08,Williamson,Tennessee,706,Redfin County Market Tracker
2020-08,Wilson,Tennessee,408,Redfin County Market Tracker
2020-09,Cheatham,Tennessee,91,Redfin County Market Tracker
2020-09,Davidson,Tennessee,1486,Redfin County Market Tracker
