Reporting Month,County,State,Residential Closings,Source
2020-09,Dickson,Tennessee,101,Redfin County Market Tracker
2020-09,Maury,Tennessee,261,Redfin County Market Tracker
2020-09,Montgomery,Tennessee,596,Redfin County Market Tracker
2020-09,Robertson,Tennessee,144,Redfin County Market Tracker
2020-09,Rutherford,Tennessee,781,Redfin County Market Tracker
2020-09,Sumner,Tennessee,417,Redfin County Market Tracker
2020-09,Williamson,Tennessee,636,Redfin County Market Tracker
2020-09,Wilson,Tennessee,343,Redfin County Market Tracker
2020-10,Cheatham,Tennessee,67,Redfin County Market Tracker
2020-10,Davidson,Tennessee,1447,Redfin County Market Tracker
2020-10,Dickson,Tennessee,83,Redfin County Market Tracker
2020-10,Maury,Tennessee,253,Redfin County Market Tracker
2020-10,Montgomery,Tennessee,566,Redfin County Market Tracker
2020-10,Robertson,Tennessee,127,Redfin County Market Tracker
2020-10,Rutherford,Tennessee,754,Redfin County Market Tracker
2020-10,Sumner,Tennessee,400,Redfin County Market Tracker
2020-10,Williamson,Tennessee,650,Redfin County Market Tracker
2020-10,Wilson,Tennessee,362,Redfin County Market Tracker
2020-11,Cheatham,Tennessee,55,Redfin County Market Tracker
2020-11,Davidson,Tennessee,1284,Redfin County Market Tracker
2020-11,Dickson,Tennessee,64,Redfin County Market Tracker
2020-11,Maury,Tennessee,252,Redfin County Market Tracker
2020-11,Montgomery,Tennessee,524,Redfin County Market Tracker
2020-11,Robertson,Tennessee,115,Redfin County Market Tracker
2020-11,Rutherford,Tennessee,693,Redfin County Market Tracker
2020-11,Sumner,Tennessee,323,Redfin County Market Tracker
2020-11,Williamson,Tennessee,489,Redfin County Market Tracker
2020-11,Wilson,Tennessee,315,Redfin County Market Tracker
2020-12,Cheatham,Tennessee,79,Redfin County Market Tracker
2020-12,Davidson,Tennessee,1491,Redfin County Market Tracker
2020-12,Dickson,Tennessee,87,Redfin County Market Tracker
2020-12,Maury,Tennessee,309,Redfin County Market Tracker
2020-12,Montgomery,Tennessee,560,Redfin County Market Tracker
2020-12,Robertson,Tennessee,117,Redfin County Market Tracker
2020-12,Rutherford,Tennessee,780,Redfin County Market Tracker
2020-12,Sumner,Tennessee,413,Redfin County Market Tracker
2020-12,Williamson,Tennessee,575,Redfin County Market Tracker
2020-12,Wilson,Tennessee,355,Redfin County Market Tracker
2021-01,Cheatham,Tennessee,39,Redfin County Market Tracker
2021-01,Davidson,Tennessee,977,Redfin County Market Tracker
2021-01,Dickson,Tennessee,66,Redfin County Market Tracker
2021-01,Maury,Tennessee,189,Redfin County Market Tracker
2021-01,Montgomery,Tennessee,434,Redfin County Market Tracker
2021-01,Robertson,Tennessee,84,Redfin County Market Tracker
2021-01,Rutherford,Tennessee,485,Redfin County Market Tracker
2021-01,Sumner,Tennessee,245,Redfin County Market Tracker
2021-01,Williamson,Tennessee,337,Redfin County Market Tracker
2021-01,Wilson,Tennessee,204,Redfin County Market Tracker
2021-02,Cheatham,Tennessee,42,Redfin County Market Tracker
2021-02,Davidson,Tennessee,1117,Redfin County Market Tracker
2021-02,Dickson,Tennessee,60,Redfin County Market Tracker
2021-02,Maury,Tennessee,166,Redfin County Market Tracker
2021-02,Montgomery,Tennessee,413,Redfin County Market Tracker
2021-02,Robertson,Tennessee,81,Redfin County Market Tracker
2021-02,Rutherford,Tennessee,489,Redfin County Market Tracker
2021-02,Sumner,Tennessee,294,Redfin County Market Tracker
2021-02,Williamson,Tennessee,358,Redfin County Market Tracker
2021-02,Wilson,Tennessee,233,Redfin County Market Tracker
2021-03,Cheatham,Tennessee,58,Redfin County Market Tracker
2021-03,Davidson,Tennessee,1335,Redfin County Market Tracker
2021-03,Dickson,Tennessee,95,Redfin County Market Tracker
2021-03,Maury,Tennessee,236,Redfin County Market Tracker
2021-03,Montgomery,Tennessee,572,Redfin County Market Tracker
2021-03,Robertson,Tennessee,106,Redfin County Market Tracker
2021-03,Rutherford,Tennessee,666,Redfin County Market Tracker
2021-03,Sumner,Tennessee,369,Redfin County Market Tracker
2021-03,Williamson,Tennessee,474,Redfin County Market Tracker
2021-03,Wilson,Tennessee,311,Redfin County Market Tracker
2021-04,Cheatham,Tennessee,63,Redfin County Market Tracker
2021-04,Davidson,Tennessee,1497,Redfin County Market Tracker
2021-04,Dickson,Tennessee,75,Redfin County Market Tracker
2021-04,Maury,Tennessee,226,Redfin County Market Tracker
2021-04,Montgomery,Tennessee,541,Redfin County Market Tracker
2021-04,Robertson,Tennessee,126,Redfin County Market Tracker
2021-04,Rutherford,Tennessee,664,Redfin County Market Tracker
2021-04,Sumner,Tennessee,362,Redfin County Market Tracker
2021-04,Williamson,Tennessee,525,Redfin County Market Tracker
2021-04,Wilson,Tennessee,330,Redfin County Market Tracker
2021-05,Cheatham,Tennessee,69,Redfin County Market Tracker
2021-05,Davidson,Tennessee,1454,Redfin County Market Tracker
2021-05,Dickson,Tennessee,81,Redfin County Market Tracker
2021-05,Maury,Tennessee,251,Redfin County Market Tracker
2021-05,Montgomery,Tennessee,558,Redfin County Market Tracker
2021-05,Robertson,Tennessee,122,Redfin County Market Tracker
2021-05,Rutherford,Tennessee,598,Redfin County Market Tracker
2021-05,Sumner,Tennessee,382,Redfin County Market Tracker
2021-05,Williamson,Tennessee,507,Redfin County Market Tracker
2021-05,Wilson,Tennessee,330,Redfin County Market Tracker
2021-06,Cheatham,Tennessee,72,Redfin County Market Tracker
2021-06,Davidson,Tennessee,1591,Redfin County Market Tracker
2021-06,Dickson,Tennessee,90,Redfin County Market Tracker
2021-06,Maury,Tennessee,260,Redfin County Market Tracker
2021-06,Montgomery,Tennessee,679,Redfin County Market Tracker
2021-06,Robertson,Tennessee,141,Redfin County Market Tracker
2021-06,Rutherford,Tennessee,708,Redfin County Market Tracker
2021-06,Sumner,Tennessee,458,Redfin County Market Tracker
2021-06,Williamson,Tennessee,677,Redfin County Market Tracker
2021-06,Wilson,Tennessee,410,Redfin County Market Tracker
2021-07,Cheatham,Tennessee,64,Redfin County Market Tracker
2021-07,Davidson,Tennessee,1423,Redfin County Market Tracker
2021-07,Dickson,Tennessee,94,Redfin County Market Tracker
2021-07,Maury,Tennessee,274,Redfin County Market Tracker
2021-07,Montgomery,Tennessee,722,Redfin County Market Tracker
2021-07,Robertson,Tennessee,135,Redfin County Market Tracker
2021-07,Rutherford,Tennessee,772,Redfin County Market Tracker
2021-07,Sumner,Tennessee,387,Redfin County Market Tracker
2021-07,Williamson,Tennessee,590,Redfin County Market Tracker
2021-07,Wilson,Tennessee,368,Redfin County Market Tracker
2021-08,Cheatham,Tennessee,65,Redfin County Market Tracker
2021-08,Davidson,Tennessee,1446,Redfin County Market Tracker
2021-08,Dickson,Tennessee,93,Redfin County Market Tracker
2021-08,Maury,Tennessee,297,Redfin County Market Tracker
2021-08,Montgomery,Tennessee,707,Redfin County Market Tracker
2021-08,Robertson,Tennessee,116,Redfin County Market Tracker
2021-08,Rutherford,Tennessee,786,Redfin County Market Tracker
2021-08,Sumner,Tennessee,392,Redfin County Market Tracker
2021-08,Williamson,Tennessee,593,Redfin County Market Tracker
2021-08,Wilson,Tennessee,332,Redfin County Market Tracker
2021-09,Cheatham,Tennessee,66,Redfin County Market Tracker
2021-09,Davidson,Tennessee,1356,Redfin County Market Tracker
2021-09,Dickson,Tennessee,78,Redfin County Market Tracker
2021-09,Maury,Tennessee,244,Redfin County Market Tracker
2021-09,Montgomery,Tennessee,679,Redfin County Market Tracker
2021-09,Robertson,Tennessee,144,Redfin County Market Tracker
2021-09,Rutherford,Tennessee,728,Redfin County Market Tracker
2021-09,Sumner,Tennessee,419,Redfin County Market Tracker
2021-09,Williamson,Tennessee,504,Redfin County Market Tracker
2021-09,Wilson,Tennessee,352,Redfin County Market Tracker
2021-10,Cheatham,Tennessee,63,Redfin County Market Tracker
2021-10,Davidson,Tennessee,1360,Redfin County Market Tracker
2021-10,Dickson,Tennessee,59,Redfin County Market Tracker
2021-10,Maury,Tennessee,252,Redfin County Market Tracker
2021-10,Montgomery,Tennessee,633,Redfin County Market Tracker
2021-10,Robertson,Tennessee,142,Redfin County Market Tracker
2021-10,Rutherford,Tennessee,697,Redfin County Market Tracker
2021-10,Sumner,Tennessee,404,Redfin County Market Tracker
2021-10,Williamson,Tennessee,500,Redfin County Market Tracker
2021-10,Wilson,Tennessee,327,Redfin County Market Tracker
2021-11,Cheatham,Tennessee,60,Redfin County Market Tracker
2021-11,Davidson,Tennessee,1404,Redfin County Market Tracker
2021-11,Dickson,Tennessee,92,Redfin County Market Tracker
2021-11,Maury,Tennessee,242,Redfin County Market Tracker
2021-11,Montgomery,Tennessee,572,Redfin County Market Tracker
2021-11,Robertson,Tennessee,128,Redfin County Market Tracker
2021-11,Rutherford,Tennessee,698,Redfin County Market Tracker
2021-11,Sumner,Tennessee,427,Redfin County Market Tracker
2021-11,Williamson,Tennessee,479,Redfin County Market Tracker
2021-11,Wilson,Tennessee,347,Redfin County Market Tracker
2021-12,Cheatham,Tennessee,68,Redfin County Market Tracker
2021-12,Davidson,Tennessee,1401,Redfin County Market Tracker
2021-12,Dickson,Tennessee,86,Redfin County Market Tracker
2021-12,Maury,Tennessee,272,Redfin County Market Tracker
2021-12,Montgomery,Tennessee,657,Redfin County Market Tracker
2021-12,Robertson,Tennessee,123,Redfin County Market Tracker
2021-12,Rutherford,Tennessee,711,Redfin County Market Tracker
2021-12,Sumner,Tennessee,430,Redfin County Market Tracker
2021-12,Williamson,Tennessee,509,Redfin County Market Tracker
2021-12,Wilson,Tennessee,361,Redfin County Market Tracker
2022-01,Cheatham,Tennessee,56,Redfin County Market Tracker
2022-01,Davidson,Tennessee,860,Redfin County Market Tracker
2022-01,Dickson,Tennessee,60,Redfin County Market Tracker
2022-01,Maury,Tennessee,188,Redfin County Market Tracker
2022-01,Montgomery,Tennessee,492,Redfin County Market Tracker
2022-01,Robertson,Tennessee,95,Redfin County Market Tracker
2022-01,Rutherford,Tennessee,471,Redfin County Market Tracker
2022-01,Sumner,Tennessee,245,Redfin County Market Tracker
2022-01,Williamson,Tennessee,288,Redfin County Market Tracker
2022-01,Wilson,Tennessee,234,Redfin County Market Tracker
2022-02,Cheatham,Tennessee,44,Redfin County Market Tracker
2022-02,Davidson,Tennessee,990,Redfin County Market Tracker
2022-02,Dickson,Tennessee,56,Redfin County Market Tracker
2022-02,Maury,Tennessee,212,Redfin County Market Tracker
2022-02,Montgomery,Tennessee,488,Redfin County Market Tracker
2022-02,Robertson,Tennessee,103,Redfin County Market Tracker
2022-02,Rutherford,Tennessee,500,Redfin County Market Tracker
2022-02,Sumner,Tennessee,292,Redfin County Market Tracker
2022-02,Williamson,Tennessee,317,Redfin County Market Tracker
2022-02,Wilson,Tennessee,238,Redfin County Market Tracker
2022-03,Cheatham,Tennessee,70,Redfin County Market Tracker
2022-03,Davidson,Tennessee,1201,Redfin County Market Tracker
2022-03,Dickson,Tennessee,87,Redfin County Market Tracker
2022-03,Maury,Tennessee,285,Redfin County Market Tracker
2022-03,Montgomery,Tennessee,674,Redfin County Market Tracker
2022-03,Robertson,Tennessee,151,Redfin County Market Tracker
2022-03,Rutherford,Tennessee,562,Redfin County Market Tracker
2022-03,Sumner,Tennessee,410,Redfin County Market Tracker
2022-03,Williamson,Tennessee,420,Redfin County Market Tracker
2022-03,Wilson,Tennessee,350,Redfin County Market Tracker
2022-04,Cheatham,Tennessee,61,Redfin County Market Tracker
2022-04,Davidson,Tennessee,1268,Redfin County Market Tracker
2022-04,Dickson,Tennessee,87,Redfin County Market Tracker
2022-04,Maury,Tennessee,253,Redfin County Market Tracker
2022-04,Montgomery,Tennessee,618,Redfin County Market Tracker
2022-04,Robertson,Tennessee,112,Redfin County Market Tracker
2022-04,Rutherford,Tennessee,593,Redfin County Market Tracker
2022-04,Sumner,Tennessee,362,Redfin County Market Tracker
2022-04,Williamson,Tennessee,478,Redfin County Market Tracker
2022-04,Wilson,Tennessee,356,Redfin County Market Tracker
2022-05,Cheatham,Tennessee,62,Redfin County Market Tracker
2022-05,Davidson,Tennessee,1311,Redfin County Market Tracker
2022-05,Dickson,Tennessee,97,Redfin County Market Tracker
2022-05,Maury,Tennessee,295,Redfin County Market Tracker
2022-05,Montgomery,Tennessee,701,Redfin County Market Tracker
2022-05,Robertson,Tennessee,141,Redfin County Market Tracker
2022-05,Rutherford,Tennessee,629,Redfin County Market Tracker
2022-05,Sumner,Tennessee,355,Redfin County Market Tracker
2022-05,Williamson,Tennessee,553,Redfin County Market Tracker
2022-05,Wilson,Tennessee,353,Redfin County Market Tracker
2022-06,Cheatham,Tennessee,77,Redfin County Market Tracker
2022-06,Davidson,Tennessee,1471,Redfin County Market Tracker
2022-06,Dickson,Tennessee,81,Redfin County Market Tracker
2022-06,Maury,Tennessee,249,Redfin County Market Tracker
2022-06,Montgomery,Tennessee,768,Redfin County Market Tracker
2022-06,Robertson,Tennessee,148,Redfin County Market Tracker
2022-06,Rutherford,Tennessee,668,Redfin County Market Tracker
2022-06,Sumner,Tennessee,441,Redfin County Market Tracker
2022-06,Williamson,Tennessee,562,Redfin County Market Tracker
2022-06,Wilson,Tennessee,411,Redfin County Market Tracker
2022-07,Cheatham,Tennessee,46,Redfin County Market Tracker
2022-07,Davidson,Tennessee,1110,Redfin County Market Tracker
2022-07,Dickson,Tennessee,65,Redfin County Market Tracker
2022-07,Maury,Tennessee,199,Redfin County Market Tracker
2022-07,Montgomery,Tennessee,641,Redfin County Market Tracker
2022-07,Robertson,Tennessee,110,Redfin County Market Tracker
2022-07,Rutherford,Tennessee,579,Redfin County Market Tracker
2022-07,Sumner,Tennessee,360,Redfin County Market Tracker
2022-07,Williamson,Tennessee,406,Redfin County Market Tracker
2022-07,Wilson,Tennessee,380,Redfin County Market Tracker
2022-08,Cheatham,Tennessee,71,Redfin County Market Tracker
2022-08,Davidson,Tennessee,1110,Redfin County Market Tracker
2022-08,Dickson,Tennessee,82,Redfin County Market Tracker
2022-08,Maury,Tennessee,247,Redfin County Market Tracker
2022-08,Montgomery,Tennessee,532,Redfin County Market Tracker
2022-08,Robertson,Tennessee,147,Redfin County Market Tracker
2022-08,Rutherford,Tennessee,588,Redfin County Market Tracker
2022-08,Sumner,Tennessee,395,Redfin County Market Tracker
2022-08,Williamson,Tennessee,448,Redfin County Market Tracker
2022-08,Wilson,Tennessee,320,Redfin County Market Tracker
2022-09,Cheatham,Tennessee,63,Redfin County Market Tracker
2022-09,Davidson,Tennessee,1074,Redfin County Market Tracker
2022-09,Dickson,Tennessee,93,Redfin County Market Tracker
2022-09,Maury,Tennessee,225,Redfin County Market Tracker
2022-09,Montgomery,Tennessee,480,Redfin County Market Tracker
2022-09,Robertson,Tennessee,137,Redfin County Market Tracker
2022-09,Rutherford,Tennessee,574,Redfin County Market Tracker
2022-09,Sumner,Tennessee,368,Redfin County Market Tracker
2022-09,Williamson,Tennessee,457,Redfin County Market Tracker
2022-09,Wilson,Tennessee,395,Redfin County Market Tracker
2022-10,Cheatham,Tennessee,52,Redfin County Market Tracker
2022-10,Davidson,Tennessee,884,Redfin County Market Tracker
2022-10,Dickson,Tennessee,75,Redfin County Market Tracker
2022-10,Maury,Tennessee,181,Redfin County Market Tracker
2022-10,Montgomery,Tennessee,403,Redfin County Market Tracker
2022-10,Robertson,Tennessee,99,Redfin County Market Tracker
2022-10,Rutherford,Tennessee,465,Redfin County Market Tracker
2022-10,Sumner,Tennessee,295,Redfin County Market Tracker
2022-10,Williamson,Tennessee,371,Redfin County Market Tracker
2022-10,Wilson,Tennessee,277,Redfin County Market Tracker
2022-11,Cheatham,Tennessee,31,Redfin County Market Tracker
2022-11,Davidson,Tennessee,806,Redfin County Market Tracker
2022-11,Dickson,Tennessee,55,Redfin County Market Tracker
2022-11,Maury,Tennessee,176,Redfin County Market Tracker
2022-11,Montgomery,Tennessee,320,Redfin County Market Tracker
2022-11,Robertson,Tennessee,89,Redfin County Market Tracker
2022-11,Rutherford,Tennessee,431,Redfin County Market Tracker
2022-11,Sumner,Tennessee,262,Redfin County Market Tracker
2022-11,Williamson,Tennessee,281,Redfin County Market Tracker
2022-11,Wilson,Tennessee,236,Redfin County Market Tracker
2022-12,Cheatham,Tennessee,29,Redfin County Market Tracker
2022-12,Davidson,Tennessee,864,Redfin County Market Tracker
2022-12,Dickson,Tennessee,53,Redfin County Market Tracker
2022-12,Maury,Tennessee,170,Redfin County Market Tracker
2022-12,Montgomery,Tennessee,348,Redfin County Market Tracker
2022-12,Robertson,Tennessee,93,Redfin County Market Tracker
2022-12,Rutherford,Tennessee,438,Redfin County Market Tracker
2022-12,Sumner,Tennessee,260,Redfin County Market Tracker
2022-12,Williamson,Tennessee,349,Redfin County Market Tracker
2022-12,Wilson,Tennessee,228,Redfin County Market Tracker
2023-01,Cheatham,Tennessee,27,Redfin County Market Tracker
2023-01,Davidson,Tennessee,566,Redfin County Market Tracker
2023-01,Dickson,Tennessee,47,Redfin County Market Tracker
2023-01,Maury,Tennessee,112,Redfin County Market Tracker
2023-01,Montgomery,Tennessee,292,Redfin County Market Tracker
2023-01,Robertson,Tennessee,58,Redfin County Market Tracker
2023-01,Rutherford,Tennessee,312,Redfin County Market Tracker
2023-01,Sumner,Tennessee,184,Redfin County Market Tracker
2023-01,Williamson,Tennessee,218,Redfin County Market Tracker
2023-01,Wilson,Tennessee,168,Redfin County Market Tracker
2023-02,Cheatham,Tennessee,38,Redfin County Market Tracker
2023-02,Davidson,Tennessee,714,Redfin County Market Tracker
2023-02,Dickson,Tennessee,43,Redfin County Market Tracker
2023-02,Maury,Tennessee,136,Redfin County Market Tracker
2023-02,Montgomery,Tennessee,333,Redfin County Market Tracker
2023-02,Robertson,Tennessee,84,Redfin County Market Tracker
2023-02,Rutherford,Tennessee,392,Redfin County Market Tracker
2023-02,Sumner,Tennessee,218,Redfin County Market Tracker
2023-02,Williamson,Tennessee,272,Redfin County Market Tracker
2023-02,Wilson,Tennessee,194,Redfin County Market Tracker
2023-03,Cheatham,Tennessee,55,Redfin County Market Tracker
2023-03,Davidson,Tennessee,1125,Redfin County Market Tracker
2023-03,Dickson,Tennessee,63,Redfin County Market Tracker
2023-03,Maury,Tennessee,204,Redfin County Market Tracker
2023-03,Montgomery,Tennessee,429,Redfin County Market Tracker
2023-03,Robertson,Tennessee,113,Redfin County Market Tracker
2023-03,Rutherford,Tennessee,549,Redfin County Market Tracker
2023-03,Sumner,Tennessee,309,Redfin County Market Tracker
2023-03,Williamson,Tennessee,375,Redfin County Market Tracker
2023-03,Wilson,Tennessee,253,Redfin County Market Tracker
2023-04,Cheatham,Tennessee,38,Redfin County Market Tracker
2023-04,Davidson,Tennessee,908,Redfin County Market Tracker
2023-04,Dickson,Tennessee,78,Redfin County Market Tracker
2023-04,Maury,Tennessee,180,Redfin County Market Tracker
2023-04,Montgomery,Tennessee,371,Redfin County Market Tracker
2023-04,Robertson,Tennessee,120,Redfin County Market Tracker
2023-04,Rutherford,Tennessee,444,Redfin County Market Tracker
2023-04,Sumner,Tennessee,279,Redfin County Market Tracker
2023-04,Williamson,Tennessee,318,Redfin County Market Tracker
2023-04,Wilson,Tennessee,225,Redfin County Market Tracker
2023-05,Cheatham,Tennessee,66,Redfin County Market Tracker
2023-05,Davidson,Tennessee,1172,Redfin County Market Tracker
2023-05,Dickson,Tennessee,76,Redfin County Market Tracker
2023-05,Maury,Tennessee,229,Redfin County Market Tracker
2023-05,Montgomery,Tennessee,488,Redfin County Market Tracker
2023-05,Robertson,Tennessee,127,Redfin County Market Tracker
2023-05,Rutherford,Tennessee,534,Redfin County Market Tracker
2023-05,Sumner,Tennessee,349,Redfin County Market Tracker
2023-05,Williamson,Tennessee,450,Redfin County Market Tracker
2023-05,Wilson,Tennessee,265,Redfin County Market Tracker
2023-06,Cheatham,Tennessee,63,Redfin County Market Tracker
2023-06,Davidson,Tennessee,1121,Redfin County Market Tracker
2023-06,Dickson,Tennessee,87,Redfin County Market Tracker
2023-06,Maury,Tennessee,259,Redfin County Market Tracker
2023-06,Montgomery,Tennessee,561,Redfin County Market Tracker
2023-06,Robertson,Tennessee,111,Redfin County Market Tracker
2023-06,Rutherford,Tennessee,622,Redfin County Market Tracker
2023-06,Sumner,Tennessee,334,Redfin County Market Tracker
2023-06,Williamson,Tennessee,494,Redfin County Market Tracker
2023-06,Wilson,Tennessee,292,Redfin County Market Tracker
2023-07,Cheatham,Tennessee,42,Redfin County Market Tracker
2023-07,Davidson,Tennessee,1027,Redfin County Market Tracker
2023-07,Dickson,Tennessee,79,Redfin County Market Tracker
2023-07,Maury,Tennessee,203,Redfin County Market Tracker
2023-07,Montgomery,Tennessee,372,Redfin County Market Tracker
2023-07,Robertson,Tennessee,118,Redfin County Market Tracker
2023-07,Rutherford,Tennessee,519,Redfin County Market Tracker
2023-07,Sumner,Tennessee,269,Redfin County Market Tracker
2023-07,Williamson,Tennessee,391,Redfin County Market Tracker
2023-07,Wilson,Tennessee,256,Redfin County Market Tracker
2023-08,Cheatham,Tennessee,51,Redfin County Market Tracker
2023-08,Davidson,Tennessee,1121,Redfin County Market Tracker
2023-08,Dickson,Tennessee,68,Redfin County Market Tracker
2023-08,Maury,Tennessee,196,Redfin County Market Tracker
2023-08,Montgomery,Tennessee,408,Redfin County Market Tracker
2023-08,Robertson,Tennessee,116,Redfin County Market Tracker
2023-08,Rutherford,Tennessee,564,Redfin County Market Tracker
2023-08,Sumner,Tennessee,339,Redfin County Market Tracker
2023-08,Williamson,Tennessee,438,Redfin County Market Tracker
2023-08,Wilson,Tennessee,271,Redfin County Market Tracker
2023-09,Cheatham,Tennessee,43,Redfin County Market Tracker
2023-09,Davidson,Tennessee,917,Redfin County Market Tracker
2023-09,Dickson,Tennessee,72,Redfin County Market Tracker
2023-09,Maury,Tennessee,221,Redfin County Market Tracker
2023-09,Montgomery,Tennessee,348,Redfin County Market Tracker
2023-09,Robertson,Tennessee,96,Redfin County Market Tracker
2023-09,Rutherford,Tennessee,498,Redfin County Market Tracker
2023-09,Sumner,Tennessee,284,Redfin County Market Tracker
2023-09,Williamson,Tennessee,331,Redfin County Market Tracker
2023-09,Wilson,Tennessee,243,Redfin County Market Tracker
2023-10,Cheatham,Tennessee,40,Redfin County Market Tracker
2023-10,Davidson,Tennessee,863,Redfin County Market Tracker
2023-10,Dickson,Tennessee,71,Redfin County Market Tracker
2023-10,Maury,Tennessee,232,Redfin County Market Tracker
2023-10,Montgomery,Tennessee,360,Redfin County Market Tracker
2023-10,Robertson,Tennessee,98,Redfin County Market Tracker
2023-10,Rutherford,Tennessee,415,Redfin County Market Tracker
2023-10,Sumner,Tennessee,253,Redfin County Market Tracker
2023-10,Williamson,Tennessee,359,Redfin County Market Tracker
2023-10,Wilson,Tennessee,228,Redfin County Market Tracker
2023-11,Cheatham,Tennessee,42,Redfin County Market Tracker
2023-11,Davidson,Tennessee,747,Redfin County Market Tracker
2023-11,Dickson,Tennessee,66,Redfin County Market Tracker
2023-11,Maury,Tennessee,158,Redfin County Market Tracker
2023-11,Montgomery,Tennessee,290,Redfin County Market Tracker
2023-11,Robertson,Tennessee,85,Redfin County Market Tracker
2023-11,Rutherford,Tennessee,425,Redfin County Market Tracker
2023-11,Sumner,Tennessee,242,Redfin County Market Tracker
2023-11,Williamson,Tennessee,301,Redfin County Market Tracker
2023-11,Wilson,Tennessee,220,Redfin County Market Tracker
2023-12,Cheatham,Tennessee,46,Redfin County Market Tracker
2023-12,Davidson,Tennessee,751,Redfin County Market Tracker
2023-12,Dickson,Tennessee,68,Redfin County Market Tracker
2023-12,Maury,Tennessee,152,Redfin County Market Tracker
2023-12,Montgomery,Tennessee,310,Redfin County Market Tracker
2023-12,Robertson,Tennessee,72,Redfin County Market Tracker
2023-12,Rutherford,Tennessee,450,Redfin County Market Tracker
2023-12,Sumner,Tennessee,264,Redfin County Market Tracker
2023-12,Williamson,Tennessee,332,Redfin County Market Tracker
2023-12,Wilson,Tennessee,199,Redfin County Market Tracker
2024-01,Cheatham,Tennessee,25,Redfin County Market Tracker
2024-01,Davidson,Tennessee,595,Redfin County Market Tracker
2024-01,Dickson,Tennessee,46,Redfin County Market Tracker
2024-01,Maury,Tennessee,112,Redfin County Market Tracker
2024-01,Montgomery,Tennessee,250,Redfin County Market Tracker
2024-01,Robertson,Tennessee,72,Redfin County Market Tracker
2024-01,Rutherford,Tennessee,334,Redfin County Market Tracker
2024-01,Sumner,Tennessee,204,Redfin County Market Tracker
2024-01,Williamson,Tennessee,255,Redfin County Market Tracker
2024-01,Wilson,Tennessee,147,Redfin County Market Tracker
2024-02,Cheatham,Tennessee,41,Redfin County Market Tracker
2024-02,Davidson,Tennessee,760,Redfin County Market Tracker
2024-02,Dickson,Tennessee,62,Redfin County Market Tracker
2024-02,Maury,Tennessee,140,Redfin County Market Tracker
2024-02,Montgomery,Tennessee,305,Redfin County Market Tracker
2024-02,Robertson,Tennessee,75,Redfin County Market Tracker
2024-02,Rutherford,Tennessee,391,Redfin County Market Tracker
2024-02,Sumner,Tennessee,220,Redfin County Market Tracker
2024-02,Williamson,Tennessee,255,Redfin County Market Tracker
2024-02,Wilson,Tennessee,192,Redfin County Market Tracker
2024-03,Cheatham,Tennessee,55,Redfin County Market Tracker
2024-03,Davidson,Tennessee,944,Redfin County Market Tracker
2024-03,Dickson,Tennessee,57,Redfin County Market Tracker
2024-03,Maury,Tennessee,176,Redfin County Market Tracker
2024-03,Montgomery,Tennessee,393,Redfin County Market Tracker
2024-03,Robertson,Tennessee,131,Redfin County Market Tracker
2024-03,Rutherford,Tennessee,442,Redfin County Market Tracker
2024-03,Sumner,Tennessee,273,Redfin County Market Tracker
2024-03,Williamson,Tennessee,358,Redfin County Market Tracker
2024-03,Wilson,Tennessee,253,Redfin County Market Tracker
2024-04,Cheatham,Tennessee,52,Redfin County Market Tracker
2024-04,Davidson,Tennessee,1016,Redfin County Market Tracker
2024-04,Dickson,Tennessee,78,Redfin County Market Tracker
2024-04,Maury,Tennessee,196,Redfin County Market Tracker
2024-04,Montgomery,Tennessee,403,Redfin County Market Tracker
2024-04,Robertson,Tennessee,109,Redfin County Market Tracker
2024-04,Rutherford,Tennessee,461,Redfin County Market Tracker
2024-04,Sumner,Tennessee,328,Redfin County Market Tracker
2024-04,Williamson,Tennessee,406,Redfin County Market Tracker
2024-04,Wilson,Tennessee,244,Redfin County Market Tracker
2024-05,Cheatham,Tennessee,71,Redfin County Market Tracker
2024-05,Davidson,Tennessee,1174,Redfin County Market Tracker
2024-05,Dickson,Tennessee,79,Redfin County Market Tracker
2024-05,Maury,Tennessee,226,Redfin County Market Tracker
2024-05,Montgomery,Tennessee,520,Redfin County Market Tracker
2024-05,Robertson,Tennessee,151,Redfin County Market Tracker
2024-05,Rutherford,Tennessee,550,Redfin County Market Tracker
2024-05,Sumner,Tennessee,365,Redfin County Market Tracker
2024-05,Williamson,Tennessee,473,Redfin County Market Tracker
2024-05,Wilson,Tennessee,267,Redfin County Market Tracker
2024-06,Cheatham,Tennessee,54,Redfin County Market Tracker
2024-06,Davidson,Tennessee,913,Redfin County Market Tracker
2024-06,Dickson,Tennessee,73,Redfin County Market Tracker
2024-06,Maury,Tennessee,235,Redfin County Market Tracker
2024-06,Montgomery,Tennessee,430,Redfin County Market Tracker
2024-06,Robertson,Tennessee,99,Redfin County Market Tracker
2024-06,Rutherford,Tennessee,419,Redfin County Market Tracker
2024-06,Sumner,Tennessee,328,Redfin County Market Tracker
2024-06,Williamson,Tennessee,476,Redfin County Market Tracker
2024-06,Wilson,Tennessee,289,Redfin County Market Tracker
2024-07,Cheatham,Tennessee,62,Redfin County Market Tracker
2024-07,Davidson,Tennessee,940,Redfin County Market Tracker
2024-07,Dickson,Tennessee,72,Redfin County Market Tracker
2024-07,Maury,Tennessee,206,Redfin County Market Tracker
